Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Record Type,Longitude,Latitude,Primary NAICS Description,Primary SIC Description
Alcott Center-Mental Health,Penny,Mehra,1433 S Robertson Blvd,Los Angeles,CA,90035,Verified,-118.383936,34.053599,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Aldea Supported Living Svc,Allen,Ewig,1801 Oak St,Napa,CA,94559,Verified,-122.294116,38.294688,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alegria Developmental,,,5662 Calle Real # 112,Goleta,CA,93117,Verified,-119.822126,34.441213,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alliance For Responsible,Sara,Viola,57445 29 Palms Hwy # 302,Yucca Valley,CA,92284,Verified,-116.41087,34.123775,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Ally Program,Francisco,Faratosa,502 Euclid Ave # 103,National City,CA,91950,Verified,-117.083485,32.685085,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alma Family Svc,Michael,Segocia,4716 E Cesar E Chavez Ave,Los Angeles,CA,90022,Verified,-118.16425,34.040239,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alma Family Svc,Esmerelda,Ledesma,6505 Rosemead Blvd # 101,Pico Rivera,CA,90660,Verified,-118.094881,33.986725,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alma Family Svc,Jose,Pastrana,9101 Whittier Blvd # 2,Pico Rivera,CA,90660,Verified,-118.082119,34.000923,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alma Family Svc,Michael,Segovia,18780 Amar Rd # 204,Walnut,CA,91789,Verified,-117.892545,34.02769,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Almaden Valley Counseling Svc,,,6529 Crown Blvd # D,San Jose,CA,95120,Verified,-121.862812,37.218446,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Almo Family Svc,Marcia,Mendez,121 Linden Ave,Long Beach,CA,90802,Verified,-118.186429,33.768729,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alpha Behavioral Counsel,,,4650 W Roberts Ave,Fresno,CA,93722,Verified,-119.876656,36.819755,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alpine Counseling Ctr,Robert,Dibble,375 E Line St,Bishop,CA,93514,Verified,-118.3896,37.361584,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alpine Home III,Robert,Carli,5577 Carli Ct,Paradise,CA,95969,Verified,-121.618675,39.749625,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alpine Special Treatment Ctr,Kristin,Allred,2120 Alpine Blvd,Alpine,CA,91901,Verified,-116.768827,32.836968,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alta Loma Psychological Assoc,Steve,Wysocki,9089 Baseline Rd # 200,Rancho Cucamonga,CA,91730,Verified,-117.607429,34.121017,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alta's Place Inc,Kyle,Brandt,7820 Fruitridge Rd,Sacramento,CA,95820,Verified,-121.412398,38.52472,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alternatives For People,,,18919 Nordhoff St,Northridge,CA,91324,Verified,-118.545916,34.235545,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alum Rock Counseling Ctr,Patricia,Chapelloni,777 N 1st St # 444,San Jose,CA,95112,Verified,-121.901688,37.350401,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alum Rock Counseling Ctr Erc,Patricia,Chiapallone,1245 E Santa Clara St,San Jose,CA,95116,Verified,-121.866408,37.348038,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alvarado Parkway Institute,Patrick C,Ziemer,7050 Parkway Dr,La Mesa,CA,91942,Verified,-117.04413,32.773708,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Alvarado Parkway Institute,Patrick C,Ziemer,5538 University Ave,San Diego,CA,92105,Verified,-117.076463,32.748467,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Ambitions Behavioral Health,Billal,Asghar,2372 Morse Ave # 534,Irvine,CA,92614,Verified,-117.849223,33.681682,Psychiatric & Substance Abuse Hospitals,Mental Health Services
American Family Alliance,William E,Adams,1945 Palo Verde Ave # 204,Long Beach,CA,90815,Verified,-118.10835,33.791628,Psychiatric & Substance Abuse Hospitals,Mental Health Services
American Nuro-Phychiatric,Rocky,Gentner,2999 Westminster Ave # 210,Seal Beach,CA,90740,Verified,-118.078763,33.759854,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Anger Management Of Sacramento,Kathryn,Leahy,5933 Walnut Ave,Orangevale,CA,95662,Verified,-121.20765,38.673821,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Animate Behavior,Yasser,Aboul,6040 Hollis St,Emeryville,CA,94608,Verified,-122.290063,37.842441,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Anka Behavioral Health,Olga,Pinto,740 Hollyhock Dr,San Leandro,CA,94578,Verified,-122.135978,37.700147,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Anka Behavioral Health,,,66 S San Antonio Rd,Santa Barbara,CA,93110,Verified,-119.78118,34.439543,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Anka Behavioral Health Inc,Alika,Asthana,1959 Solano Way,Concord,CA,94520,Verified,-122.047654,37.991841,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Anka Behavioral Health Inc,Nylene,Rodriguez,102 W Main St,San Jacinto,CA,92583,Verified,-116.959345,33.783524,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Answers To Behavioral Chllngs,Carla V,Diran,1734 N Verdugo Rd # 12,Glendale,CA,91208,Verified,-118.226197,34.172836,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Antelope Valley Mental Health,Jo Ellen,Perkins,550 S Vermont Ave,Los Angeles,CA,90020,Verified,-118.291378,34.064081,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Apex Recovery & Wellness,,,36 Quail Ct,Walnut Creek,CA,94596,Verified,-122.054932,37.887538,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Apique Behavioral Svc,,,3581 W Holland Ave,Fresno,CA,93722,Verified,-119.856917,36.797322,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Applied Behavior-Learning Ent,Leah,Jimenez,7120 Hayvenhurst Ave # 401,Van Nuys,CA,91406,Verified,-118.491774,34.199942,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Apspen Childrens Day Treatment,Arlene,Contreras,11421 Carson St,Lakewood,CA,90715,Verified,-118.089854,33.831542,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Arcadia Psychiatry,Nicole,Minhuilu,501 S 1st Ave # F,Arcadia,CA,91006,Verified,-118.028613,34.134357,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Areta Crowell Ctr,Carmen,Beamen,1963 4th Ave,San Diego,CA,92101,Verified,-117.160861,32.725929,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Arisa Wongjodsri Behavioral,Arisa,Wongjodsri,851 Mission DE Oro Dr # 6,Redding,CA,96003,Verified,-122.356842,40.596088,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Asian American Recovery Svc,Joe,Laping,6181 Mission St,Daly City,CA,94014,Verified,-122.45851,37.706723,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Asian American Recovery Svc,Faye,Ocomen,2024 Hayes St,San Francisco,CA,94117,Verified,-122.44984,37.77351,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Asian Community Counseling,Hosun,Kwon,15400 Sherman Way # 220,Van Nuys,CA,91406,Verified,-118.468514,34.20023,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Asian Community Mental Health,Philip,Sun,12240 San Pablo Ave,Richmond,CA,94805,Verified,-122.324414,37.934287,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Asian Pacific Counseling,Herbert K,Hatanaka,11050 Artesia Blvd # F,Cerritos,CA,90703,Verified,-118.097487,33.872614,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Asian Pacific Policy-Planning,Mark,Masaoka,905 E 8th St # 1,Los Angeles,CA,90021,Verified,-118.245851,34.03666,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Asian Pacific Youth Program,Yeon,Lee,160 E Virginia St,San Jose,CA,95112,Verified,-121.877643,37.32562,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Aspiranet,Gladys,Lopez,3360 N State Highway 59 # K,Merced,CA,95348,Verified,-120.504229,37.32549,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Aspiranet,Jade,Mosely,3360 N State Highway 59 # K,Merced,CA,95348,Verified,-120.504229,37.32549,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Aspiranet Behavioral Health,Nancy,Murillo,3360 N State Highway 59 # K,Merced,CA,95348,Verified,-120.504229,37.32549,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Aspiranet Behavioral Health,Vernon,Brown,420 E Canal Dr,Turlock,CA,95380,Verified,-120.843938,37.499774,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Assoc Of Behavior Consultants,,,2965 Silverado Ln,Clearlake,CA,95422,Verified,-122.696923,38.984582,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Associated Counseling-Consltng,Janis,Knox,3839 Constellation Rd # C,Lompoc,CA,93436,Verified,-120.464985,34.702238,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Associates In Mental Health,Matthew,Dawe,20720 Ventura Blvd # 120,Woodland Hills,CA,91364,Verified,-118.58429,34.165946,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Atlas,,,1513 E Chapman Ave,Fullerton,CA,92831,Verified,-117.900528,33.874382,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Aurora Las Encinas Hospital,Thomas,Mahle,2900 E Del Mar Blvd,Pasadena,CA,91107,Verified,-118.091333,34.142152,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Aurora Santa Rosa Hospital,,,1287 Fulton Rd,Santa Rosa,CA,95401,Verified,-122.772207,38.450447,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Autism Behavior Consultants,Laura,Roberts,1880 Town And Country Dr # B10,Norco,CA,92860,Verified,-117.560479,33.927701,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Autism Behavior Intervention,Marla,Saltzman,17203 Ventura Blvd # 3,Encino,CA,91316,Verified,-118.507696,34.160602,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Autism Behavior Intervention,,,25044 Peachland Ave,Newhall,CA,91321,Verified,-118.545837,34.378126,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Autism Behavior Svc,,,23701 Birtcher Dr,Lake Forest,CA,92630,Verified,-117.716264,33.633635,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Autism Outreach Southern,Patrick,Bunt,3110 Camino Del Rio S,San Diego,CA,92108,Verified,-117.126753,32.77308,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Autism Spectrum Consultants,Dawn,Holman,5080 Shoreham Pl # 103,San Diego,CA,92122,Verified,-117.186229,32.852528,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Autism Spectrum Therapies,,,9456 Farnham St,San Diego,CA,92123,Verified,-117.13424,32.804467,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Avedian, Anita",Anita,Avedian,15233 Ventura Blvd # 1208,Sherman Oaks,CA,91403,Verified,-118.46569,34.154194,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Avid Behavioral Day Program,,,562 W Grand Ave,Escondido,CA,92025,Verified,-117.088277,33.118673,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Aviva,Roxana,Alarcon,3580 Wilshire Blvd # 800,Los Angeles,CA,90010,Verified,-118.30281,34.061229,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Azimuth Mental Heal Assoc,,,21081 S Western Ave # 250,Torrance,CA,90501,Verified,-118.310884,33.839353,Psychiatric & Substance Abuse Hospitals,Mental Health Services
B E C A,Brittany,Quest,610 Bercut Dr # B,Sacramento,CA,95811,Verified,-121.498914,38.600308,Psychiatric & Substance Abuse Hospitals,Mental Health Services
B E L I-Behavior Edu-Learning,,,2150 Angelus Ave,Rosemead,CA,91770,Verified,-118.086656,34.052294,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Ba CS South County Creative,Nurges,Gheyaszada,40965 Grimmer Blvd,Fremont,CA,94538,Verified,-121.97013,37.528509,Psychiatric & Substance Abuse Hospitals,Mental Health Services
BACS Bay Area Community Svc,Jovan,Yglecias,22505 Woodroe Ave,Hayward,CA,94541,Verified,-122.055522,37.688607,Psychiatric & Substance Abuse Hospitals,Mental Health Services
BACUP,Andrew,Posner,1730 W Olympic Blvd # 500,Los Angeles,CA,90015,Verified,-118.276513,34.049633,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Baker Mental Health Foundation,,,1686 Sumner Ave,Claremont,CA,91711,Verified,-117.74176,34.113792,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Ballnick Denise Mfcc,,,,Los Angeles,CA,90036,Verified,-118.349906,34.067678,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Barbour & Floyd Medical,Victoria,Mccabe,2610 Industry Way # A,Lynwood,CA,90262,Verified,-118.226082,33.923521,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bay Area Community Svc Inc,Lisa,Groff,3900 Valley Ave # B,Pleasanton,CA,94566,Verified,-121.865895,37.675828,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Beacon Health Options,Leanne,Mulford,10805 Holder St # 300,Cypress,CA,90630,Verified,-118.020472,33.805349,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Beacon Health Options,,,525 Oregon St,Vallejo,CA,94590,Verified,-122.249104,38.118145,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Beca,Nathan,Tyree,357 Van Ness Way # 90,Torrance,CA,90501,Verified,-118.320452,33.84579,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavior & Education Inc,Barbara,Endlich,1230 Rosecrans Ave # 250,Manhattan Beach,CA,90266,Verified,-118.392175,33.901442,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavior Frontiers LLC,Helen,Mader,18726 S Western Ave # 408,Gardena,CA,90248,Verified,-118.308481,33.860474,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavior Resource Group Inc,Robert H,Levine,268 Bush St # 3039,San Francisco,CA,94104,Verified,-122.402587,37.791,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavior Support Svc LLC,,,1405 Manchester Way,Tustin,CA,92782,Verified,-117.821357,33.713501,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Autism Therapies,,,2930 Inland Empire Blvd,Ontario,CA,91764,Verified,-117.588424,34.070136,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Autism Therapy LLC,,,970 S Village Oaks Dr # 208,Covina,CA,91724,Verified,-117.862394,34.071791,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Counseling,,,,El Segundo,CA,90245,Verified,-118.384566,33.925107,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Dynamic Intrvntns,Ana Laura,Magana,1901 Brundage Ln,Bakersfield,CA,93304,Verified,-119.023606,35.353654,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health,Michael,Heggarty,500 Crown Point Cir # 120,Grass Valley,CA,95945,Verified,-121.031475,39.21986,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health,Michael,Oliver,820 E Gilbert St,San Bernardino,CA,92415,Verified,-117.267569,34.12682,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Care Svc,Don,Kingdon,2000 Embarcadero # 400,Oakland,CA,94606,Verified,-122.242576,37.77989,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Dept,Dorian,Kittrell,3217 Cohasset Rd,Chico,CA,95973,Verified,-121.844088,39.774799,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Svc,Cynthia,Howard,730 Magnolia Ave,Corona,CA,92879,Verified,-117.554049,33.858352,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Svc,Don,Davis,7839 Burgundy Ave,Lamont,CA,93241,Verified,-118.917644,35.26235,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Svc,,,514 W Pacific Coast Hwy,Long Beach,CA,90806,Verified,-118.198499,33.789502,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Svc,Lisbeth,Rojas,4099 N Mission Rd,Los Angeles,CA,90032,Verified,-118.19517,34.076514,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Svc,Suzi,Brauner-Tatum,576 Hartnell St # 100,Monterey,CA,93940,Verified,-121.896047,36.59523,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Svc,,,2400 E 4th St,National City,CA,91950,Verified,-117.082541,32.685738,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Health Svc-Brotman,Howard,Lavine,3828 Delmas Ter,Culver City,CA,90232,Verified,-118.397687,34.022585,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Intervention,,,6520 Platt Ave # 753,West Hills,CA,91307,Verified,-118.642623,34.188968,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Intervention Assn,Amanda,Carter,380 High St,Monterey,CA,93940,Verified,-121.87971,36.594394,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Intervention-Autism,,,2354 Powell St # A,Emeryville,CA,94608,Verified,-122.302466,37.837212,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Interventions,,,5325 Newcastle Ave # 312,Encino,CA,91316,Verified,-118.525133,34.167473,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Medical Clinic,,,1660 S Amphlett Blvd # 306,San Mateo,CA,94402,Verified,-122.302336,37.55929,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Medicine Ctr,Hilda,Manzo,7901 Walker St,La Palma,CA,90623,Verified,-118.038337,33.847572,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Medicine Programs,Debbie,Carnes,350 Terracina Blvd # 5400,Redlands,CA,92373,Verified,-117.205574,34.036852,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Research Speclsts,Harry,Chung,230 N Maryland Ave # 207,Glendale,CA,91206,Verified,-118.253425,34.149341,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Science & Policy,,,110 Westwood Plz # D511,Los Angeles,CA,90095,Verified,-118.444355,34.064824,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Science Tech Inc,Colin,Duncan,417 Bryant Cir,Ojai,CA,93023,Verified,-119.239128,34.443349,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Behavioral Support,Melissa,Switzer,12443 Lewis St # 201,Garden Grove,CA,92840,Verified,-117.897537,33.78214,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Bell, Vanessa",Vanessa,Bell,16550 Ventura Blvd # 405,Encino,CA,91436,Verified,-118.493867,34.15706,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bella House,Laurie,Grisham,1046 Bella Dr,Napa,CA,94558,Verified,-122.322962,38.342848,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bella Vita The A Beautiful,Alessa,Balber,22466 Ventura Blvd,Woodland Hills,CA,91364,Verified,-118.61665,34.168071,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Belmont Heights Mental Health,Matilda,Sims,335 Redondo Ave,Long Beach,CA,90814,Verified,-118.152745,33.769339,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Benner, Maryann Phd",Maryann,Benner,106 San Jose Ave,Pacifica,CA,94044,Verified,-122.491707,37.633809,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Berkeley Cognitive Behavioral,,,3220 Sacramento St,Berkeley,CA,94702,Verified,-122.278325,37.848933,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Berkeley Place,Russ,Hudlemeyer,1701 1/2 Martin Luther King Jr,Berkeley,CA,94709,Verified,-122.273455,37.875972,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Better Way Svc,Mitzi,Villalon,5329 Office Center Ct # 125,Bakersfield,CA,93309,Verified,-119.0624,35.360157,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Beverly Health & Rehab Svc Inc,Almaroos,Apapira,401 Ridge Vista Ave,San Jose,CA,95127,Verified,-121.83544,37.378081,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Beyond P T S D,Ronald,Dzierzynski,28262 Camino Del Rio,San Juan Capistrano,CA,92675,Verified,-117.641238,33.490482,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bienestar Human Svc,Jorge,Diaz,8134 Van Nuys Blvd # 200,Panorama City,CA,91402,Verified,-118.448224,34.218994,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bienvenidos Children Ctr,Brooke,Nissen,110 S Garfield Ave,Montebello,CA,90640,Verified,-118.129861,34.014021,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Big Sister League,Jane,Moyle,3360 4th Ave,San Diego,CA,92103,Verified,-117.161563,32.740488,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bill Wilson Ctr,Sparky,Harlan,3490 The Alameda,Santa Clara,CA,95050,Verified,-121.941613,37.353925,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bill Wilson Quetzal House,Debbie,Pell,509 View St,Santa Clara,CA,95050,Verified,-121.955526,37.346993,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bipolar Disorder,,,,San Francisco,CA,94105,Verified,-122.396761,37.790378,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bipolar Insights,Marcia,Rose,897 Union St,Placerville,CA,95667,Verified,-120.800613,38.730595,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bisla LLC,Jose,Mere,11022 Santa Monica Blvd # 120,Los Angeles,CA,90025,Verified,-118.441889,34.048127,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Blair, Kathy D",Kathy D,Blair,355 Tuolumne St # 1400,Vallejo,CA,94590,Verified,-122.238531,38.103225,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bmb Sunshine,Bonapart,Baluyut,1356 Fulton St,San Francisco,CA,94117,Verified,-122.439403,37.776761,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bon Air Cottage,Debra,Knowles,75 Tamalpais Rd,Greenbrae,CA,94904,Verified,-122.534339,37.945644,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bond Wright Bodymind Therapy,,,1247 7th St # 301,Santa Monica,CA,90401,Verified,-118.494062,34.020563,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Boney, Jeffery",Jeffery,Boney,4422 N Pershing Ave # D2,Stockton,CA,95207,Verified,-121.319933,37.985444,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bonita House Inc,,,1410 Bonita Ave,Berkeley,CA,94709,Verified,-122.273258,37.881081,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bonita House Inc,,,1422 Harrison St,Oakland,CA,94612,Verified,-122.266987,37.803186,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bonita House Inc,Lorna,Jones,6333 Telegraph Ave # 102,Oakland,CA,94609,Verified,-122.261065,37.849151,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Brand New Day Program,,,4013 Brockton Ave,Riverside,CA,92501,Verified,-117.380612,33.982081,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Braun, Jerome",Jerome,Braun,220 Montgomery St # 1064,San Francisco,CA,94104,Verified,-122.401986,37.791306,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Brea Mental Health & Wellness,Judith L,Jensen,285 Imperial Hwy # 105,Fullerton,CA,92835,Verified,-117.92922,33.918342,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Breakthru Networks,Gracie,Vargas,14246 Casa Blanca Ct,Fontana,CA,92336,Verified,-117.493243,34.107255,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bridge Program-Bakersfield,,,6744 Eucalyptus Dr,Bakersfield,CA,93306,Verified,-118.9283,35.365727,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bridges,Vivian,Harvey,1300 W 7th St # 4,San Pedro,CA,90732,Verified,-118.30549,33.73836,Psychiatric & Substance Abuse Hospitals,Mental Health Services
BRIDGES Inc,Al,Braswell,8514 Topanga Canyon Blvd,Canoga Park,CA,91304,Verified,-118.605631,34.225024,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bridges Inc,Alanna,Jeffrey,11927 Elliott Ave,El Monte,CA,91732,Verified,-118.025822,34.057893,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bridges Inc,Lori,Pendroff,279 E Arrow Hwy # 102,San Dimas,CA,91773,Verified,-117.803315,34.103658,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bridges Service Ctr,Cindy,Roth,740 Lomas Santa Fe Dr # 200,Solana Beach,CA,92075,Verified,-117.258128,32.996626,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Bright Light Behavior Group,Noel,Arias,424 Orange St # 301,Oakland,CA,94610,Verified,-122.253965,37.817211,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Brightway A B A Behavioral,,,1912 N Broadway # 110,Santa Ana,CA,92706,Verified,-117.870089,33.762343,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Buckelew Program,,,527 D St,San Rafael,CA,94901,Verified,-122.532926,37.969633,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Buckelew Programs Napa,,,2 Magnolia Dr,Napa,CA,94558,Verified,-122.295923,38.329239,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Butte County Behavioral Health,Dorian,Kittrell,109 Parmac Rd # 1,Chico,CA,95926,Verified,-121.850026,39.753532,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Ca Mental Health,,,2125 19th St # Upper,Sacramento,CA,95818,Verified,-121.486312,38.564343,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Calif Coalition For Mental,Rusty,Selix,1127 11th St # 925,Sacramento,CA,95814,Verified,-121.492953,38.577846,Psychiatric & Substance Abuse Hospitals,Mental Health Services
California Assn Of Psychiatric,,,,Napa,CA,94558,Verified,-122.295923,38.329239,Psychiatric & Substance Abuse Hospitals,Mental Health Services
California Behavior Ctr,Edward,Evans,17420 Avalon Blvd # 100,Carson,CA,90746,Verified,-118.265325,33.872756,Psychiatric & Substance Abuse Hospitals,Mental Health Services
California Hispanic Commission,Diane,Soto,6515 Atlantic Ave # A,Bell,CA,90201,Verified,-118.187564,33.976756,Psychiatric & Substance Abuse Hospitals,Mental Health Services
California Institute For,Sandra,Goodwin,2125 19th St,Sacramento,CA,95818,Verified,-121.486312,38.564343,Psychiatric & Substance Abuse Hospitals,Mental Health Services
California Raparound,,,2251 Florin Rd # 136,Sacramento,CA,95822,Verified,-121.484703,38.496798,Psychiatric & Substance Abuse Hospitals,Mental Health Services
California Unified Svc Prvdrs,,,12419 Lewis St # 206,Garden Grove,CA,92840,Verified,-117.897788,33.782847,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Calwork South,Elizabeth,Alcaraz,1105 Broadway # 207,Chula Vista,CA,91911,Verified,-117.080542,32.610015,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Calworks Oceanside,Sahime,Paiser,1919 Apple St # A,Oceanside,CA,92054,Verified,-117.356368,33.194831,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Caminar,Albert,Pignataro,2 Edgewood Ct,Daly City,CA,94014,Verified,-122.460274,37.699966,Psychiatric & Substance Abuse Hospitals,Mental Health Services
